PRODCODE,PRODDATE,CONTRACTNO,WONO,ITEMNO,CATCOD,ITEMSIZE,CUTSIZE,CUTSHT,CUTTIMES,REALSHT,CUTWEIGHT,CTRTYPE,DONO
2,43507,0091B19,0100B19,160301679#,168,01.00-1219.0-COIL.,01.00-1219.0-2438.0,85,1,85,1973.77,1,0131B19
2,43507,0039E19,0100B19,160301679#,168,01.00-1219.0-COIL.,01.00-1219.0-2438.0,33,1,33,766.29,1,0026E19
2,43507,STOCK,0100B19,160301679#,168,01.00-1219.0-COIL.,01.00-1219.0-2438.0,10,1,10,232.21,1,
2,43507,STOCK,0100B19,160301679#,168,01.00-1219.0-COIL.,01.00-1219.0-2438.0,28,1,28,650.18,1,
2,43599,0107E19,0136E19,190100521,015,01.75-1210.0-COIL.,01.75-1210.0-2400.0,246,1,246,9720,2,0123E19
1,43599,,0138E19,190511653,076,06.00-0644.0-COIL.,06.00-0644.0-COIL.,2,1,2,10292,2,
2,43599,0109E19,0138E19,190511653,076,06.00-0644.0-COIL.,06.00-0644.0-2371.0,70,1,70,5146,2,0124E19
2,43599,0110E19,0138E19,190511653,076,06.00-0644.0-COIL.,06.00-0644.0-2371.0,70,1,70,5146,2,0125E19
2,43599,0067E19,0130E19,190501658#,001,00.90-1219.0-COIL.,00.90-1219.0-2100.0,200,1,200,3487.57,1,0117E19
2,43599,0100E19,0130E19,190501658#,001,00.90-1219.0-COIL.,00.90-1219.0-2400.0,200,1,200,3985.8,1,0118E19
2,43599,0101E19,0130E19,190501658#,001,00.90-1219.0-COIL.,00.90-1219.0-2438.0,58,1,58,1174.18,1,0120E19
2,43599,STOCK,0130E19,190501658#,001,00.90-1219.0-COIL.,00.90-1219.0-2438.0,10,1,10,202.45,1,
2,43599,0120E19,0153E19,190501633,133,01.10-1219.0-COIL.,01.10-1219.0-1900.0,200,1,200,4031.46,2,0128E19
2,43599,0120E19,0153E19,190501633,133,01.10-1219.0-COIL.,01.10-1219.0-1600.0,136,1,136,2308.54,2,0128E19
2,43599,0075E19,0135E19,190501659#,001,00.60-1219.0-COIL.,00.60-1219.0-2440.0,350,1,350,4903.5,1,0122E19
2,43599,STOCK,0135E19,190501659#,001,00.60-1219.0-COIL.,00.60-1219.0-2438.0,3,1,3,42,1,
2,43599,STOCK,0135E19,190501659#,001,00.60-1219.0-COIL.,00.60-1219.0-COIL.,1,1,1,4074.5,1,
2,43599,0107E19,0137E19,190100424,015,01.75-1210.0-COIL.,01.75-1210.0-2400.0,241,1,241,9550,2,0123E19
2,43599,0114E19,0142E19,181005031,164,03.20-1200.0-COIL.,03.20-1200.0-0900.0,251,1,251,6860,2,0127E19
2,43596,,0094E19,190501618,164,05.00-1220.0-COIL.,05.00-1220.0-1311.0,95,1,95,5831.14,2,
2,43596,,0094E19,190501618,164,05.00-1220.0-COIL.,05.00-1220.0-1268.0,65,1,65,3858.86,2,
3,43599,0066E19,0094E19,190501618,164,05.00-1220.0-1311.0,05.00-1220.0-0216.0,568,1,568,5744.2,2,0121E19
3,43599,0066E19,0094E19,190501618,164,05.00-1220.0-1268.0,05.00-1220.0-0179.0,455,1,455,3813.21,2,0121E19
2,43599,0075E19,0133E19,190501689#,001,00.80-1219.0-COIL.,00.80-1219.0-2440.0,493,1,493,9270.89,1,0122E19
2,43599,STOCK,0133E19,190501689#,001,00.80-1219.0-COIL.,00.80-1219.0-2438.0,9,1,9,169.11,1,
2,43587,0006E19,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-1700.0,25,1,25,1833.75,1,0002E19
2,43587,0081E19,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,20,1,20,2103.85,1,0081E19
2,43587,STOCK,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-1700.0,25,1,25,1833.75,1,
2,43587,0080E19,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,10,1,10,1051.92,1,0080E19
2,43587,0096E19,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,6,1,6,631.15,1,0132E19
2,43587,STOCK,0340D19,181004680#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,3,1,3,315.58,1,
2,43528,0018C19,0025C19,181004677#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,40,1,40,4213.04,1,0033C19
2,43528,0140E19,0025C19,181004677#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,1,1,1,105.33,1,0133E19
2,43528,STOCK,0025C19,181004677#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,5,1,5,526.63,1,
2,43573,0114D19,0154D19,181004669#,076,04.50-1219.0-COIL.,04.50-1219.0-1700.0,50,1,50,3687.98,1,0135D19
2,43573,,0154D19,181004669#,076,04.50-1219.0-COIL.,04.50-1219.0-1431.0,25,1,25,1552.2,1,
2,43573,0140E19,0154D19,181004669#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,19,1,19,2009.82,1,0133E19
3,43577,0103D19,0154D19,181004669#,076,04.50-1219.0-1431.0,04.50-1219.0-0203.0,175,1,175,1541.35,1,0139D19
1,43599,0118E19,0150E19,190200720,183,06.00-1170.0-COIL.,06.00-0116.0-COIL.,10,2,20,8070.4,2,0141E19
1,43599,0118E19,0149E19,190200719,183,06.00-1170.0-COIL.,06.00-0116.0-COIL.,10,2,20,8050.6,2,0141E19
2,43600,0111E19,0139E19,190501635,001,00.60-1219.0-COIL.,00.60-1219.0-0689.0,1700,1,1700,6730,2,0136E19
2,43600,0111E19,0140E19,190501636,001,00.60-1219.0-COIL.,00.60-1219.0-0855.0,1315,1,1315,6460,2,0136E19
2,43596,,0102E19,190501627,053,04.00-1220.0-COIL.,04.00-1220.0-1480.0,129,1,129,7175,2,
3,43600,0066E19,0102E19,190501627,053,04.00-1220.0-1480.0,04.00-1220.0-0098.0,1941,1,1941,7148.62,2,0159E19
1,43600,0135E19,0168E19,190501717,135,00.25-1219.0-COIL.,00.25-0101.0-COIL.,12,1,12,3631.08,2,0139E19
2,43600,0117E19,0144E19,180301601#,183,06.00-1219.0-COIL.,06.00-1219.0-1700.0,66,1,66,6530,1,0138E19
2,43600,0117E19,0145E19,180301571#,183,06.00-1219.0-COIL.,06.00-1219.0-1700.0,71,1,71,7070,1,0138E19
2,43600,0117E19,0146E19,180301625#,183,06.00-1219.0-COIL.,06.00-1219.0-1700.0,72,1,72,7080,1,0138E19
2,43599,0115E19,0143E19,181005030,164,03.20-1200.0-COIL.,03.20-1200.0-0900.0,246,1,246,6730,2,0137E19
1,43595,,0098E19,190401340#,001,00.50-1219.0-COIL.,00.50-0139.5-COIL.,5,2,10,3579.05,1,
1,43595,,0098E19,190401340#,001,00.50-1219.0-COIL.,00.50-0129.5-COIL.,4,2,8,2658,1,
1,43599,0071E19,0098E19,190401340#,001,00.50-0139.5-COIL.,00.50-0009.7-COIL.,140,1,140,3484.6,1,0135E19
1,43600,0071E19,0098E19,190401340#,001,00.50-0129.5-COIL.,00.50-0009.7-COIL.,104,1,104,2588.56,1,0135E19
2,43600,,0206E19,190411543,001,01.00-0917.0-COIL.,01.00-0917.0-0001.0,601500,1,601500,6015,2,
2,43600,,0206E19,190411543,001,01.00-0917.0-COIL.,01.00-0917.0-COIL.,1,1,1,2941,2,
2,43600,0123E19,0206E19,190411543,001,01.00-0917.0-0001.0,01.00-0917.0-COIL.,1,1,1,6015,2,0142E19
1,43600,0123E19,0206E19,190411543,001,01.00-0917.0-COIL.,01.00-0044.0-COIL.,10,1,10,1411.2,2,0142E19
1,43600,0123E19,0206E19,190411543,001,01.00-0917.0-COIL.,01.00-0030.0-COIL.,1,1,1,96.22,2,0142E19
1,43600,,0206E19,190411543,001,01.00-0917.0-COIL.,01.00-0444.0-COIL.,1,1,1,1424,2,
1,43600,0123E19,0206E19,190411543,001,01.00-0444.0-COIL.,01.00-0044.0-COIL.,10,1,10,1411.2,2,0142E19
1,43600,0143E19,0174E19,190501764,235,00.45-1200.0-COIL.,00.45-0106.0-COIL.,11,1,11,1415.7,2,0149E19
1,43600,0143E19,0174E19,190501764,235,00.45-1200.0-COIL.,00.45-0028.0-COIL.,1,1,1,34,2,0149E19
1,43600,0143E19,0173E19,190501763,235,00.45-1200.0-COIL.,00.45-0106.0-COIL.,11,1,11,1466.3,2,0149E19
1,43600,0143E19,0173E19,190501763,235,00.45-1200.0-COIL.,00.45-0028.0-COIL.,1,1,1,35.21,2,0149E19
2,43600,0129E19,0162E19,190501730,024,05.50-1250.0-COIL.,05.50-1250.0-1115.0,138,1,138,8420,2,0143E19
2,43600,0144E19,0175E19,190501762,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,73,1,73,7580,2,0150E19
1,43600,0132E19,0165E19,190501724,024,06.00-1097.0-COIL.,06.00-0155.0-COIL.,7,1,7,7427.84,2,0145E19
1,43600,0138E19,0171E19,190501734,024,06.00-1097.0-COIL.,06.00-0155.0-COIL.,7,1,7,8792.77,2,0148E19
1,43600,0133E19,0166E19,190501723,024,06.00-1097.0-COIL.,06.00-0155.0-COIL.,7,1,7,7437.71,2,0146E19
1,43600,0131E19,0164E19,190501722,024,06.00-1097.0-COIL.,06.00-0155.0-COIL.,7,1,7,7358.61,2,0144E19
1,43600,0137E19,0170E19,190501746,024,06.00-1097.0-COIL.,06.00-0155.0-COIL.,7,1,7,7848.19,2,0147E19
2,43526,0267B19,0334B19,181004631#,076,02.50-1219.0-COIL.,02.50-1219.0-2438.0,79,1,79,4584.31,1,0028C19
2,43526,0105E19,0334B19,181004631#,076,02.50-1219.0-COIL.,02.50-1219.0-2438.0,58,1,58,3365.69,1,0151E19
1,43600,,0193E19,190501713#,001,00.80-1219.0-COIL.,00.80-0617.0-COIL.,1,2,2,4368.1,1,
1,43600,0150E19,0193E19,190501713#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,6,2,12,4247.76,1,0172E19
2,43601,0150E19,0193E19,190501713#,001,00.80-0617.0-COIL.,00.80-0617.0-1039.0,1075,1,1075,4368.1,1,0172E19
2,43601,0119E19,0152E19,190300948,015,02.00-1210.0-COIL.,02.00-1210.0-1900.0,276,1,276,9820,2,0161E19
1,43601,0130E19,0163E19,190501721,024,05.50-1250.0-COIL.,05.50-0138.0-COIL.,9,1,9,8435.7,2,0165E19
1,43601,0126E19,0159E19,190501727,024,05.50-1250.0-COIL.,05.50-0138.0-COIL.,9,1,9,8435.7,2,0162E19
1,43601,0127E19,0160E19,190501728,024,05.50-1250.0-COIL.,05.50-0138.0-COIL.,9,1,9,8415.81,2,0163E19
1,43601,0128E19,0161E19,190501729,024,05.50-1250.0-COIL.,05.50-0138.0-COIL.,9,1,9,8445.6,2,0164E19
2,43597,,0103E19,190501628,053,04.50-1220.0-COIL.,04.50-1220.0-1330.0,151,1,151,8540,2,
3,43601,0066E19,0103E19,190501628,053,04.50-1220.0-1330.0,04.50-1220.0-0220.0,906,1,906,8475.79,2,0159E19
2,43601,0134E19,0167E19,190501739,039,03.00-1065.0-COIL.,03.00-1065.0-1240.0,289,1,289,9055,2,0166E19
2,43601,0149E19,0186E19,190501580,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,226,1,226,5420,2,0167E19
2,43601,0149E19,0185E19,190501579,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,229,1,229,5490,2,0167E19
2,43447,0109L18,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,35,1,35,3272.68,1,0177L18
2,43447,0154L18,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,2,1,2,187.01,1,0167L18
2,43447,0184L18,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,10,1,10,935.05,1,0204L18
2,43447,0100A19,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,6,1,6,561.03,1,0133A19
2,43447,0205B19,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,1,1,1,93.51,1,0226B19
2,43447,0163E19,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,14,1,14,1309.07,1,0155E19
2,43447,STOCK,0185L18,181004635#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,29,1,29,2711.65,1,
2,43601,0149E19,0188E19,190501582,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,231,1,231,5510,2,0167E19
2,43601,0149E19,0187E19,190501581,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,229,1,229,5490,2,0167E19
2,43601,0156E19,0210E19,190401549#,076,03.20-1219.0-COIL.,03.20-1219.0-2438.0,125,1,125,9356.06,1,0210E19
2,43601,STOCK,0210E19,190401549#,076,03.20-1219.0-COIL.,03.20-1219.0-2438.0,7,1,7,523.94,1,
2,43601,STOCK,0223E19,171107282#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,39,1,39,3986.8,1,
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1300.0,155,1,155,1342.8,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1350.0,105,1,105,944.63,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1500.0,30,1,30,299.88,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1600.0,30,1,30,319.87,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1760.0,83,1,83,973.48,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1870.0,255,1,255,3177.75,1,0022I18
2,43342,0316H18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1220.0-1920.0,40,1,40,511.8,1,0022I18
2,43342,0172I18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1219.0-2438.0,5,1,5,81.23,1,0208I18
2,43342,0292I18,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1219.0-2438.0,30,1,30,487.41,1,0319I18
2,43342,STOCK,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1219.0-2438.0,10,1,10,162.47,1,
2,43342,STOCK,0510H18,180502341#,001,00.70-1220.0-COIL.,00.70-1219.0-2438.0,27,1,27,438.67,1,
2,43601,0149E19,0190E19,190501584,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,230,1,230,5510,2,0167E19
2,43601,0149E19,0189E19,190501583,027,01.02-1212.0-COIL.,01.02-1212.0-2438.0,235,1,235,5610,2,0167E19
1,43601,0155E19,0207E19,190210726,001,00.50-0290.0-COIL.,00.50-0053.0-COIL.,8,1,8,1696.72,2,0168E19
1,43601,0155E19,0207E19,190210726,001,00.50-0290.0-COIL.,00.50-0035.0-COIL.,4,1,4,560.24,2,0168E19
1,43601,0155E19,0208E19,190210690,001,00.50-0290.0-COIL.,00.50-0053.0-COIL.,8,1,8,1724.48,2,0168E19
1,43601,0155E19,0208E19,190210690,001,00.50-0290.0-COIL.,00.50-0035.0-COIL.,4,1,4,569.4,2,0168E19
1,43601,0155E19,0209E19,190210691,001,00.50-0290.0-COIL.,00.50-0053.0-COIL.,8,1,8,1716.48,2,0168E19
1,43601,0155E19,0209E19,190210691,001,00.50-0290.0-COIL.,00.50-0035.0-COIL.,4,1,4,566.76,2,0168E19
1,43601,0159E19,0226E19,190501732,249,03.20-1088.0-COIL.,03.20-0100.0-COIL.,5,2,10,4257.8,2,0170E19
1,43601,0159E19,0226E19,190501732,249,03.20-1088.0-COIL.,03.20-0116.0-COIL.,5,2,10,4939.05,2,0170E19
2,43601,0142E19,0172E19,190100442,015,01.45-1210.0-COIL.,01.45-1210.0-2438.0,283,1,283,9480,2,0171E19
1,43601,0158E19,0225E19,190401375,249,06.00-1205.0-COIL.,06.00-0133.0-COIL.,9,1,9,10673.64,2,0169E19
1,43601,,0191E19,190501668#,001,00.80-1219.0-COIL.,00.80-0510.0-COIL.,2,2,4,6258.9,1,
1,43601,0150E19,0191E19,190501668#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,1,2,2,613.62,1,0172E19
1,43601,0150E19,0191E19,190501668#,001,00.80-1219.0-COIL.,00.80-0076.0-COIL.,1,2,2,466.35,1,0172E19
1,43601,0150E19,0191E19,190501668#,001,00.80-1219.0-COIL.,00.80-0020.0-COIL.,1,2,2,122.72,1,0172E19
2,43601,0150E19,0191E19,190501668#,001,00.80-0510.0-COIL.,00.80-0510.0-1039.0,1925,1,1925,6258.9,1,0172E19
1,43601,,0192E19,190501695#,001,00.80-1219.0-COIL.,00.80-0510.0-COIL.,2,2,4,6317.48,1,
1,43601,0150E19,0192E19,190501695#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,1,2,2,619.36,1,0172E19
1,43601,0150E19,0192E19,190501695#,001,00.80-1219.0-COIL.,00.80-0076.0-COIL.,1,2,2,470.71,1,0172E19
1,43601,0150E19,0192E19,190501695#,001,00.80-1219.0-COIL.,00.80-0020.0-COIL.,1,2,2,123.87,1,0172E19
2,43601,0150E19,0192E19,190501695#,001,00.80-0510.0-COIL.,00.80-0510.0-1039.0,1939,1,1939,6317.48,1,0172E19
2,43544,0152C19,0207C19,161106996#,001,00.70-1219.0-COIL.,00.70-1219.0-2100.0,250,1,250,3368.61,1,0176C19
2,43544,0152C19,0207C19,161106996#,001,00.70-1219.0-COIL.,00.70-1219.0-2400.0,100,1,100,1539.94,1,0176C19
2,43544,0175E19,0207C19,161106996#,001,00.70-1219.0-COIL.,00.70-1219.0-2438.0,60,1,60,938.59,1,0174E19
2,43552,0217C19,0288C19,161106935#,001,00.70-1219.0-COIL.,00.70-1219.0-3050.0,98,1,98,1875.64,1,0249C19
2,43552,0078D19,0288C19,161106935#,001,00.70-1219.0-COIL.,00.70-1219.0-2438.0,6,1,6,91.79,1,0093D19
2,43552,0175E19,0288C19,161106935#,001,00.70-1219.0-COIL.,00.70-1219.0-2438.0,140,1,140,2141.83,1,0174E19
2,43602,0157E19,0212E19,190100438,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,193,1,193,9420,2,0176E19
2,43602,0170E19,0232E19,190301176,150,01.20-1200.0-COIL.,01.20-1200.0-2438.0,332,1,332,9060,2,0177E19
2,43602,0157E19,0213E19,190100444,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,190,1,190,9290,2,0176E19
1,43602,,0194E19,190501665#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4254.51,1,
1,43602,0151E19,0194E19,190501665#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3076.3,1,0175E19
1,43602,0151E19,0194E19,190501665#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,141.51,1,0175E19
2,43602,0151E19,0194E19,190501665#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,778,1,778,4254.51,1,0175E19
1,43602,,0195E19,190501673#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4271.53,1,
1,43602,0151E19,0195E19,190501673#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3088.6,1,0175E19
1,43602,0151E19,0195E19,190501673#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,142.08,1,0175E19
2,43602,0151E19,0195E19,190501673#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,782,1,782,4271.53,1,0175E19
1,43602,,0196E19,190501691#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4277.2,1,
1,43602,0151E19,0196E19,190501691#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3092.7,1,0175E19
1,43602,0151E19,0196E19,190501691#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,142.26,1,0175E19
2,43602,0151E19,0196E19,190501691#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,468,1,468,2553.24,1,0175E19
2,43602,0151E19,0196E19,190501691#,001,00.80-0691.5-COIL.,00.80-0691.5-0682.0,594,1,594,1723.96,1,0175E19
2,43602,0147E19,0179E19,190100543,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,185,1,185,9240,2,0180E19
2,43602,0147E19,0180E19,190100423,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,184,1,184,9160,2,0180E19
1,43602,0152D19,0214D19,181206085,024,05.00-1222.0-COIL.,05.00-0134.0-COIL.,9,2,18,8250.57,2,0181E19
1,43602,0152D19,0216D19,181206071,024,05.00-1222.0-COIL.,05.00-0134.0-COIL.,9,2,18,8299.89,2,0181E19
1,43602,0152D19,0215D19,181206070,024,05.00-1222.0-COIL.,05.00-0134.0-COIL.,9,2,18,8299.89,2,0181E19
1,43602,0152D19,0213D19,181206084,024,05.00-1222.0-COIL.,05.00-0134.0-COIL.,9,2,18,7984.08,2,0181E19
2,43599,0075E19,0134E19,190501702#,001,00.80-1219.0-COIL.,00.80-1219.0-2440.0,308,1,308,5797.65,1,0122E19
2,43599,STOCK,0134E19,190501702#,001,00.80-1219.0-COIL.,00.80-1219.0-2438.0,180,1,180,3385.46,1,
2,43599,STOCK,0134E19,190501702#,001,00.80-1219.0-COIL.,00.80-1219.0-2438.0,11,1,11,206.89,1,
2,43519,0217B19,0265B19,151105601#,076,02.80-1220.0-COIL.,02.80-1220.0-2440.0,6,1,6,392.58,1,0255B19
2,43519,0218B19,0265B19,151105601#,076,02.80-1220.0-COIL.,02.80-1220.0-2440.0,2,1,2,130.86,1,0256B19
2,43519,STOCK,0265B19,151105601#,076,02.80-1220.0-COIL.,02.80-1219.0-2438.0,30,1,30,1959.6,1,
2,43519,STOCK,0265B19,151105601#,076,02.80-1220.0-COIL.,02.80-1219.0-COIL.,1,1,1,9354.16,1,
2,43519,STOCK,0265B19,151105601#,076,02.80-1220.0-COIL.,02.80-1219.0-2438.0,40,1,40,2612.8,1,
2,43602,0147E19,0181E19,190100406,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,194,1,194,9520,2,0180E19
2,43598,,0122E19,190501637,035,04.00-1280.0-COIL.,04.00-1280.0-1219.0,191,1,191,9520,2,
3,43602,0094E19,0122E19,190501637,035,04.00-1280.0-1219.0,04.00-0113.0-1219.0,2101,1,2101,9244.81,2,0179E19
2,43602,0160E19,0227E19,170603300#,015,03.00-1200.0-COIL.,03.00-1200.0-3000.0,27,1,27,2269.47,1,0182E19
2,43602,STOCK,0227E19,170603300#,015,03.00-1200.0-COIL.,03.00-1200.0-2438.0,112,1,112,7650.53,1,
1,43602,,0197E19,190501678#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4299.89,1,
1,43602,0152E19,0197E19,190501678#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3109.1,1,0184E19
1,43602,0152E19,0197E19,190501678#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,143.02,1,0184E19
2,43602,0152E19,0197E19,190501678#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,789,1,789,4299.89,1,0184E19
1,43602,,0198E19,190501709#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4282.88,1,
1,43602,0152E19,0198E19,190501709#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3096.8,1,0184E19
1,43602,0152E19,0198E19,190501709#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,142.45,1,0184E19
2,43602,0152E19,0198E19,190501709#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,787,1,787,4282.88,1,0184E19
1,43602,,0199E19,190501707#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4288.55,1,
1,43602,0152E19,0199E19,190501707#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3100.9,1,0184E19
1,43602,0152E19,0199E19,190501707#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,142.64,1,0184E19
2,43602,0152E19,0199E19,190501707#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,786,1,786,4288.55,1,0184E19
2,43603,0183E19,0247E19,181004906#,001,01.40-1219.0-COIL.,01.40-1219.0-2438.0,225,1,225,7178.57,1,0192E19
2,43603,STOCK,0247E19,181004906#,001,01.40-1219.0-COIL.,01.40-1219.0-2438.0,6,1,6,191.43,1,
2,43603,0183E19,0249E19,151105601#,076,02.80-1219.0-COIL.,02.80-1219.0-2438.0,100,1,100,6587.44,1,0192E19
2,43603,STOCK,0249E19,151105601#,076,02.80-1219.0-COIL.,02.80-1219.0-2438.0,42,1,42,2766.72,1,
1,43603,0179E19,0242E19,190501846,140,00.70-1219.0-COIL.,00.70-0185.0-COIL.,6,1,6,3507.54,2,0188E19
1,43603,0179E19,0242E19,190501846,140,00.70-1219.0-COIL.,00.70-0105.0-COIL.,1,1,1,331.8,2,0188E19
1,43602,0166E19,0230E19,191205821,001,00.50-0255.0-COIL.,00.50-0035.0-COIL.,7,1,7,1421,2,0187E19
1,43602,0166E19,0229E19,190210579,001,00.50-0255.0-COIL.,00.50-0035.0-COIL.,14,1,14,1732.36,2,0187E19
1,43603,0180E19,0244E19,181205810,235,00.80-1219.0-COIL.,00.80-0064.5-COIL.,1,1,1,202.65,2,0189E19
1,43603,0180E19,0244E19,181205810,235,00.80-1219.0-COIL.,00.80-0150.0-COIL.,3,1,3,1413.87,2,0189E19
1,43603,0180E19,0244E19,181205810,235,00.80-1219.0-COIL.,00.80-0104.5-COIL.,2,1,2,656.66,2,0189E19
1,43603,0180E19,0244E19,181205810,235,00.80-1219.0-COIL.,00.80-0120.0-COIL.,2,1,2,754.06,2,0189E19
1,43603,0180E19,0244E19,181205810,235,00.80-1219.0-COIL.,00.80-0247.0-COIL.,1,1,1,776.05,2,0189E19
2,43603,0148E19,0182E19,190100439,015,01.75-1210.0-COIL.,01.75-1210.0-3000.0,194,1,194,9600,2,0206E19
2,43603,0146E19,0178E19,190100474,015,01.75-1210.0-COIL.,01.75-1210.0-2400.0,234,1,234,9280,2,0185E19
1,43603,0182E19,0246E19,181105155,249,03.20-1170.0-COIL.,03.20-0116.0-COIL.,10,2,20,9785.6,2,0191E19
1,43603,0181E19,0245E19,180502555,021,02.00-1270.0-COIL.,02.00-0105.0-COIL.,12,1,12,4633.2,2,0190E19
2,43603,0146E19,0177E19,190100541,015,01.75-1210.0-COIL.,01.75-1210.0-2400.0,242,1,242,9600,2,0185E19
1,43602,,0200E19,190501667#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4299.89,1,
1,43602,0153E19,0200E19,190501667#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3109.1,1,0186E19
1,43602,0153E19,0200E19,190501667#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,143.02,1,0186E19
2,43602,0153E19,0200E19,190501667#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,783,1,783,4299.89,1,0186E19
1,43602,,0202E19,190501692#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4305.57,1,
1,43602,0153E19,0202E19,190501692#,001,00.80-1219.0-COIL.,00.80-0100.0-COIL.,5,2,10,3113.2,1,0186E19
1,43602,0153E19,0202E19,190501692#,001,00.80-1219.0-COIL.,00.80-0023.0-COIL.,1,2,2,143.21,1,0186E19
2,43603,0153E19,0202E19,190501692#,001,00.80-0691.5-COIL.,00.80-0691.5-1282.0,788,1,788,4305.57,1,0186E19
1,43602,,0201E19,190501701#,001,00.80-1219.0-COIL.,00.80-0691.5-COIL.,1,2,2,4299.89,1,
